plant_id,model_code,trim_code,color_code,prod_date,qty
SHA,MY,ST,WH,2025-07-02,16
SHA,MY,ST,GY,2025-07-02,17
SHA,MY,ST,BL,2025-07-02,10
SHA,MY,PR,BK,2025-07-02,8
SHA,MY,PR,WH,2025-07-02,3
SHA,MY,PR,GY,2025-07-02,5
SHA,MY,PR,BL,2025-07-02,4
FRE,M3,ST,BK,2025-07-03,23
FRE,M3,ST,WH,2025-07-03,29
FRE,M3,ST,GY,2025-07-03,13
FRE,M3,ST,BL,2025-07-03,5
FRE,M3,PR,BK,2025-07-03,11
FRE,M3,PR,WH,2025-07-03,14
FRE,M3,PR,GY,2025-07-03,7
FRE,M3,PR,BL,2025-07-03,2
FRE,MY,ST,BK,2025-07-03,19
FRE,MY,ST,WH,2025-07-03,18
FRE,MY,ST,GY,2025-07-03,11
FRE,MY,ST,BL,2025-07-03,7
FRE,MY,PR,BK,2025-07-03,6
FRE,MY,PR,WH,2025-07-03,11
FRE,MY,PR,GY,2025-07-03,3
FRE,MY,PR,BL,2025-07-03,1
AUS,M3,ST,BK,2025-07-03,29
AUS,M3,ST,WH,2025-07-03,38
AUS,M3,ST,GY,2025-07-03,13
AUS,M3,ST,BL,2025-07-03,12
AUS,M3,PR,BK,2025-07-03,10
AUS,M3,PR,WH,2025-07-03,15
AUS,M3,PR,GY,2025-07-03,8
AUS,M3,PR,BL,2025-07-03,6
AUS,MY,ST,BK,2025-07-03,24
AUS,MY,ST,WH,2025-07-03,24
AUS,MY,ST,GY,2025-07-03,11
AUS,MY,ST,BL,2025-07-03,4
AUS,MY,PR,BK,2025-07-03,7
AUS,MY,PR,WH,2025-07-03,3
AUS,MY,PR,GY,2025-07-03,10
AUS,MY,PR,BL,2025-07-03,3
BER,M3,ST,BK,2025-07-03,22
BER,M3,ST,WH,2025-07-03,17
BER,M3,ST,GY,2025-07-03,14
BER,M3,ST,BL,2025-07-03,4
BER,M3,PR,BK,2025-07-03,17
BER,M3,PR,WH,2025-07-03,3
BER,M3,PR,GY,2025-07-03,3
BER,M3,PR,BL,2025-07-03,3
BER,MY,ST,BK,2025-07-03,9
BER,MY,ST,WH,2025-07-03,8
BER,MY,ST,GY,2025-07-03,8
BER,MY,PR,BK,2025-07-03,4
BER,MY,PR,WH,2025-07-03,4
BER,MY,PR,GY,2025-07-03,2
BER,MY,PR,BL,2025-07-03,2
SHA,M3,ST,BK,2025-07-03,18
SHA,M3,ST,WH,2025-07-03,14
SHA,M3,ST,GY,2025-07-03,14
SHA,M3,ST,BL,2025-07-03,8
SHA,M3,PR,BK,2025-07-03,2
SHA,M3,PR,WH,2025-07-03,17
SHA,M3,PR,GY,2025-07-03,3
SHA,M3,PR,BL,2025-07-03,3
SHA,MY,ST,BK,2025-07-03,17
SHA,MY,ST,WH,2025-07-03,15
SHA,MY,ST,GY,2025-07-03,8
SHA,MY,PR,BK,2025-07-03,5
SHA,MY,PR,WH,2025-07-03,5
SHA,MY,PR,GY,2025-07-03,2
SHA,MY,PR,BL,2025-07-03,4
FRE,M3,ST,BK,2025-07-04,42
FRE,M3,ST,WH,2025-07-04,21
FRE,M3,ST,GY,2025-07-04,22
FRE,M3,ST,BL,2025-07-04,8
FRE,M3,PR,BK,2025-07-04,9
FRE,M3,PR,WH,2025-07-04,14
FRE,M3,PR,GY,2025-07-04,6
FRE,M3,PR,BL,2025-07-04,6
FRE,MY,ST,BK,2025-07-04,25
FRE,MY,ST,WH,2025-07-04,23
FRE,MY,ST,GY,2025-07-04,9
FRE,MY,ST,BL,2025-07-04,6
FRE,MY,PR,BK,2025-07-04,9
FRE,MY,PR,WH,2025-07-04,10
FRE,MY,PR,GY,2025-07-04,3
FRE,MY,PR,BL,2025-07-04,2
AUS,M3,ST,BK,2025-07-04,33
AUS,M3,ST,WH,2025-07-04,25
AUS,M3,ST,GY,2025-07-04,14
AUS,M3,ST,BL,2025-07-04,11
AUS,M3,PR,BK,2025-07-04,14
AUS,M3,PR,WH,2025-07-04,19
AUS,M3,PR,GY,2025-07-04,10
AUS,M3,PR,BL,2025-07-04,6
AUS,MY,ST,BK,2025-07-04,21
AUS,MY,ST,WH,2025-07-04,26
AUS,MY,ST,GY,2025-07-04,13
AUS,MY,ST,BL,2025-07-04,11
AUS,MY,PR,BK,2025-07-04,9
AUS,MY,PR,WH,2025-07-04,11
AUS,MY,PR,BL,2025-07-04,3
BER,M3,ST,BK,2025-07-04,43
BER,M3,ST,WH,2025-07-04,33
BER,M3,ST,GY,2025-07-04,17
BER,M3,ST,BL,2025-07-04,8
BER,M3,PR,BK,2025-07-04,15
BER,M3,PR,WH,2025-07-04,19
BER,M3,PR,GY,2025-07-04,7
BER,M3,PR,BL,2025-07-04,6
BER,MY,ST,BK,2025-07-04,24
BER,MY,ST,WH,2025-07-04,19
BER,MY,ST,GY,2025-07-04,18
BER,MY,ST,BL,2025-07-04,9
BER,MY,PR,BK,2025-07-04,6
BER,MY,PR,WH,2025-07-04,7
BER,MY,PR,GY,2025-07-04,4
SHA,M3,ST,BK,2025-07-04,17
SHA,M3,ST,WH,2025-07-04,24
SHA,M3,ST,GY,2025-07-04,16
SHA,M3,ST,BL,2025-07-04,2
SHA,M3,PR,BK,2025-07-04,10
SHA,M3,PR,WH,2025-07-04,7
SHA,M3,PR,GY,2025-07-04,2
SHA,MY,ST,BK,2025-07-04,9
SHA,MY,ST,WH,2025-07-04,15
SHA,MY,ST,GY,2025-07-04,6
SHA,MY,ST,BL,2025-07-04,6
SHA,MY,PR,BK,2025-07-04,8
SHA,MY,PR,WH,2025-07-04,9
SHA,MY,PR,GY,2025-07-04,3
SHA,MY,PR,BL,2025-07-04,2
FRE,M3,ST,BK,2025-07-05,31
FRE,M3,ST,WH,2025-07-05,26
FRE,M3,ST,GY,2025-07-05,16
FRE,M3,ST,BL,2025-07-05,4
FRE,M3,PR,BK,2025-07-05,6
FRE,M3,PR,WH,2025-07-05,4
FRE,M3,PR,GY,2025-07-05,8
FRE,MY,ST,BK,2025-07-05,20
FRE,MY,ST,WH,2025-07-05,20
FRE,MY,ST,GY,2025-07-05,14
FRE,MY,ST,BL,2025-07-05,6
FRE,MY,PR,BK,2025-07-05,8
FRE,MY,PR,WH,2025-07-05,7
FRE,MY,PR,GY,2025-07-05,2
AUS,M3,ST,BK,2025-07-05,24
AUS,M3,ST,WH,2025-07-05,30
AUS,M3,ST,GY,2025-07-05,19
AUS,M3,ST,BL,2025-07-05,8
AUS,M3,PR,BK,2025-07-05,13
AUS,M3,PR,WH,2025-07-05,15
AUS,M3,PR,GY,2025-07-05,3
AUS,M3,PR,BL,2025-07-05,5
AUS,MY,ST,BK,2025-07-05,22
AUS,MY,ST,WH,2025-07-05,13
AUS,MY,ST,GY,2025-07-05,14
AUS,MY,ST,BL,2025-07-05,4
AUS,MY,PR,BK,2025-07-05,11
AUS,MY,PR,WH,2025-07-05,12
AUS,MY,PR,GY,2025-07-05,4
AUS,MY,PR,BL,2025-07-05,4
BER,M3,ST,BK,2025-07-05,37
BER,M3,ST,WH,2025-07-05,34
BER,M3,ST,GY,2025-07-05,28
BER,M3,ST,BL,2025-07-05,7
BER,M3,PR,BK,2025-07-05,10
BER,M3,PR,WH,2025-07-05,15
BER,M3,PR,GY,2025-07-05,10
BER,M3,PR,BL,2025-07-05,4
BER,MY,ST,BK,2025-07-05,20
BER,MY,ST,WH,2025-07-05,19
BER,MY,ST,GY,2025-07-05,21
BER,MY,ST,BL,2025-07-05,6
BER,MY,PR,BK,2025-07-05,7
BER,MY,PR,WH,2025-07-05,9
BER,MY,PR,GY,2025-07-05,8
SHA,M3,ST,BK,2025-07-05,13
SHA,M3,ST,WH,2025-07-05,26
SHA,M3,ST,GY,2025-07-05,19
SHA,M3,ST,BL,2025-07-05,2
SHA,M3,PR,BK,2025-07-05,8
SHA,M3,PR,WH,2025-07-05,7
SHA,M3,PR,GY,2025-07-05,5
SHA,M3,PR,BL,2025-07-05,3
SHA,MY,ST,BK,2025-07-05,3
SHA,MY,ST,WH,2025-07-05,25
SHA,MY,ST,GY,2025-07-05,7
SHA,MY,ST,BL,2025-07-05,5
SHA,MY,PR,BK,2025-07-05,8
SHA,MY,PR,WH,2025-07-05,5
SHA,MY,PR,GY,2025-07-05,4
SHA,MY,PR,BL,2025-07-05,2
FRE,M3,ST,BK,2025-07-06,36
FRE,M3,ST,WH,2025-07-06,27
FRE,M3,ST,GY,2025-07-06,21
FRE,M3,ST,BL,2025-07-06,8
FRE,M3,PR,BK,2025-07-06,16
FRE,M3,PR,WH,2025-07-06,13
FRE,M3,PR,GY,2025-07-06,6
FRE,M3,PR,BL,2025-07-06,2
FRE,MY,ST,BK,2025-07-06,20
FRE,MY,ST,WH,2025-07-06,32
FRE,MY,ST,GY,2025-07-06,9
FRE,MY,ST,BL,2025-07-06,3
FRE,MY,PR,BK,2025-07-06,8
FRE,MY,PR,WH,2025-07-06,11
FRE,MY,PR,GY,2025-07-06,4
FRE,MY,PR,BL,2025-07-06,3
AUS,M3,ST,BK,2025-07-06,44
AUS,M3,ST,WH,2025-07-06,26
AUS,M3,ST,GY,2025-07-06,18
AUS,M3,ST,BL,2025-07-06,7
AUS,M3,PR,BK,2025-07-06,14
AUS,M3,PR,WH,2025-07-06,10
AUS,M3,PR,GY,2025-07-06,5
AUS,M3,PR,BL,2025-07-06,2
AUS,MY,ST,BK,2025-07-06,20
AUS,MY,ST,WH,2025-07-06,11
AUS,MY,ST,GY,2025-07-06,15
AUS,MY,ST,BL,2025-07-06,3
AUS,MY,PR,BK,2025-07-06,8
AUS,MY,PR,WH,2025-07-06,13
AUS,MY,PR,GY,2025-07-06,6
AUS,MY,PR,BL,2025-07-06,2
BER,M3,ST,BK,2025-07-06,22
BER,M3,ST,WH,2025-07-06,17
BER,M3,ST,GY,2025-07-06,13
BER,M3,ST,BL,2025-07-06,7
BER,M3,PR,BK,2025-07-06,6
BER,M3,PR,WH,2025-07-06,10
BER,M3,PR,GY,2025-07-06,4
BER,M3,PR,BL,2025-07-06,1
BER,MY,ST,BK,2025-07-06,12
BER,MY,ST,WH,2025-07-06,16
BER,MY,ST,GY,2025-07-06,1
BER,MY,ST,BL,2025-07-06,5
BER,MY,PR,BK,2025-07-06,7
BER,MY,PR,WH,2025-07-06,4
BER,MY,PR,GY,2025-07-06,5
BER,MY,PR,BL,2025-07-06,2
SHA,M3,ST,BK,2025-07-06,27
SHA,M3,ST,WH,2025-07-06,17
SHA,M3,ST,GY,2025-07-06,14
SHA,M3,ST,BL,2025-07-06,7
SHA,M3,PR,BK,2025-07-06,5
SHA,M3,PR,WH,2025-07-06,11
SHA,M3,PR,GY,2025-07-06,4
SHA,M3,PR,BL,2025-07-06,3
SHA,MY,ST,BK,2025-07-06,18
SHA,MY,ST,WH,2025-07-06,26
SHA,MY,ST,GY,2025-07-06,8
SHA,MY,ST,BL,2025-07-06,5
SHA,MY,PR,BK,2025-07-06,13
SHA,MY,PR,WH,2025-07-06,10
SHA,MY,PR,GY,2025-07-06,5
SHA,MY,PR,BL,2025-07-06,3
FRE,M3,ST,BK,2025-07-07,33
FRE,M3,ST,WH,2025-07-07,36
FRE,M3,ST,GY,2025-07-07,29
FRE,M3,ST,BL,2025-07-07,7
FRE,M3,PR,BK,2025-07-07,11
FRE,M3,PR,WH,2025-07-07,10
FRE,M3,PR,GY,2025-07-07,2
FRE,M3,PR,BL,2025-07-07,8
FRE,MY,ST,BK,2025-07-07,24
FRE,MY,ST,WH,2025-07-07,20
FRE,MY,ST,GY,2025-07-07,10
FRE,MY,ST,BL,2025-07-07,5
FRE,MY,PR,BK,2025-07-07,15
FRE,MY,PR,WH,2025-07-07,8
FRE,MY,PR,GY,2025-07-07,3
FRE,MY,PR,BL,2025-07-07,3
AUS,M3,ST,BK,2025-07-07,31
AUS,M3,ST,WH,2025-07-07,38
AUS,M3,ST,GY,2025-07-07,18
AUS,M3,ST,BL,2025-07-07,8
AUS,M3,PR,BK,2025-07-07,17
AUS,M3,PR,WH,2025-07-07,12
AUS,M3,PR,GY,2025-07-07,5
AUS,M3,PR,BL,2025-07-07,4
AUS,MY,ST,BK,2025-07-07,23
AUS,MY,ST,WH,2025-07-07,23
AUS,MY,ST,GY,2025-07-07,19
AUS,MY,ST,BL,2025-07-07,11
AUS,MY,PR,BK,2025-07-07,14
AUS,MY,PR,WH,2025-07-07,9
AUS,MY,PR,GY,2025-07-07,3
AUS,MY,PR,BL,2025-07-07,3
BER,M3,ST,BK,2025-07-07,21
BER,M3,ST,WH,2025-07-07,19
BER,M3,ST,GY,2025-07-07,13
BER,M3,ST,BL,2025-07-07,5
BER,M3,PR,BK,2025-07-07,13
BER,M3,PR,WH,2025-07-07,11
BER,M3,PR,GY,2025-07-07,5
BER,M3,PR,BL,2025-07-07,2
BER,MY,ST,BK,2025-07-07,23
BER,MY,ST,WH,2025-07-07,19
BER,MY,ST,GY,2025-07-07,10
BER,MY,ST,BL,2025-07-07,6
BER,MY,PR,BK,2025-07-07,9
BER,MY,PR,WH,2025-07-07,8
BER,MY,PR,GY,2025-07-07,5
BER,MY,PR,BL,2025-07-07,4
SHA,M3,ST,BK,2025-07-07,31
SHA,M3,ST,WH,2025-07-07,35
SHA,M3,ST,GY,2025-07-07,19
SHA,M3,ST,BL,2025-07-07,10
SHA,M3,PR,BK,2025-07-07,22
SHA,M3,PR,WH,2025-07-07,13
SHA,M3,PR,GY,2025-07-07,8
SHA,MY,ST,BK,2025-07-07,17
SHA,MY,ST,WH,2025-07-07,20
SHA,MY,ST,GY,2025-07-07,12
SHA,MY,ST,BL,2025-07-07,8
SHA,MY,PR,BK,2025-07-07,6
SHA,MY,PR,WH,2025-07-07,7
SHA,MY,PR,GY,2025-07-07,3
SHA,MY,PR,BL,2025-07-07,1
FRE,M3,ST,BK,2025-07-08,29
FRE,M3,ST,WH,2025-07-08,26
FRE,M3,ST,GY,2025-07-08,18
FRE,M3,ST,BL,2025-07-08,6
FRE,M3,PR,BK,2025-07-08,12
FRE,M3,PR,WH,2025-07-08,15
FRE,M3,PR,GY,2025-07-08,7
FRE,M3,PR,BL,2025-07-08,8
FRE,MY,ST,BK,2025-07-08,17
FRE,MY,ST,WH,2025-07-08,15
FRE,MY,ST,GY,2025-07-08,10
FRE,MY,ST,BL,2025-07-08,4
FRE,MY,PR,BK,2025-07-08,4
FRE,MY,PR,WH,2025-07-08,9
FRE,MY,PR,GY,2025-07-08,3
FRE,MY,PR,BL,2025-07-08,4
AUS,M3,ST,BK,2025-07-08,15
AUS,M3,ST,WH,2025-07-08,22
AUS,M3,ST,GY,2025-07-08,9
AUS,M3,ST,BL,2025-07-08,6
AUS,M3,PR,BK,2025-07-08,9
AUS,M3,PR,WH,2025-07-08,7
AUS,M3,PR,GY,2025-07-08,5
AUS,M3,PR,BL,2025-07-08,2
AUS,MY,ST,BK,2025-07-08,6
AUS,MY,ST,WH,2025-07-08,17
AUS,MY,ST,GY,2025-07-08,6
AUS,MY,ST,BL,2025-07-08,3
AUS,MY,PR,BK,2025-07-08,4
AUS,MY,PR,WH,2025-07-08,3
AUS,MY,PR,GY,2025-07-08,5
AUS,MY,PR,BL,2025-07-08,2
BER,M3,ST,BK,2025-07-08,26
BER,M3,ST,WH,2025-07-08,32
BER,M3,ST,GY,2025-07-08,20
BER,M3,ST,BL,2025-07-08,10
BER,M3,PR,BK,2025-07-08,11
BER,M3,PR,WH,2025-07-08,14
BER,M3,PR,GY,2025-07-08,11
BER,M3,PR,BL,2025-07-08,5
BER,MY,ST,BK,2025-07-08,9
BER,MY,ST,WH,2025-07-08,21
BER,MY,ST,GY,2025-07-08,14
BER,MY,ST,BL,2025-07-08,5
BER,MY,PR,BK,2025-07-08,8
BER,MY,PR,WH,2025-07-08,9
BER,MY,PR,BL,2025-07-08,5
SHA,M3,ST,BK,2025-07-08,17
SHA,M3,ST,WH,2025-07-08,20
SHA,M3,ST,GY,2025-07-08,11
SHA,M3,ST,BL,2025-07-08,4
SHA,M3,PR,BK,2025-07-08,17
SHA,M3,PR,WH,2025-07-08,6
SHA,M3,PR,GY,2025-07-08,5
SHA,M3,PR,BL,2025-07-08,2
SHA,MY,ST,BK,2025-07-08,17
SHA,MY,ST,WH,2025-07-08,15
SHA,MY,ST,GY,2025-07-08,7
SHA,MY,PR,BK,2025-07-08,2
SHA,MY,PR,WH,2025-07-08,4
SHA,MY,PR,GY,2025-07-08,1
SHA,MY,PR,BL,2025-07-08,2
FRE,M3,ST,BK,2025-07-09,22
FRE,M3,ST,WH,2025-07-09,25
FRE,M3,ST,GY,2025-07-09,11
FRE,M3,ST,BL,2025-07-09,5
FRE,M3,PR,BK,2025-07-09,12
FRE,M3,PR,WH,2025-07-09,6
FRE,M3,PR,GY,2025-07-09,9
FRE,M3,PR,BL,2025-07-09,5
FRE,MY,ST,BK,2025-07-09,20
FRE,MY,ST,WH,2025-07-09,19
FRE,MY,ST,GY,2025-07-09,7
FRE,MY,ST,BL,2025-07-09,6
FRE,MY,PR,BK,2025-07-09,3
FRE,MY,PR,WH,2025-07-09,6
FRE,MY,PR,GY,2025-07-09,1
FRE,MY,PR,BL,2025-07-09,1
AUS,M3,ST,BK,2025-07-09,22
AUS,M3,ST,WH,2025-07-09,31
AUS,M3,ST,GY,2025-07-09,18
AUS,M3,ST,BL,2025-07-09,9
AUS,M3,PR,BK,2025-07-09,13
AUS,M3,PR,WH,2025-07-09,14
AUS,M3,PR,GY,2025-07-09,8
AUS,M3,PR,BL,2025-07-09,10
AUS,MY,ST,BK,2025-07-09,27
AUS,MY,ST,WH,2025-07-09,21
AUS,MY,ST,GY,2025-07-09,15
AUS,MY,ST,BL,2025-07-09,6
AUS,MY,PR,BK,2025-07-09,8
AUS,MY,PR,WH,2025-07-09,8
AUS,MY,PR,GY,2025-07-09,4
BER,M3,ST,BK,2025-07-09,30
BER,M3,ST,WH,2025-07-09,20
BER,M3,ST,GY,2025-07-09,8
BER,M3,ST,BL,2025-07-09,8
BER,M3,PR,BK,2025-07-09,13
BER,M3,PR,WH,2025-07-09,9
BER,M3,PR,GY,2025-07-09,3
BER,M3,PR,BL,2025-07-09,3
BER,MY,ST,BK,2025-07-09,16
BER,MY,ST,WH,2025-07-09,14
BER,MY,ST,GY,2025-07-09,9
BER,MY,ST,BL,2025-07-09,1
BER,MY,PR,BK,2025-07-09,5
BER,MY,PR,WH,2025-07-09,7
BER,MY,PR,GY,2025-07-09,4
BER,MY,PR,BL,2025-07-09,3
SHA,M3,ST,BK,2025-07-09,35
SHA,M3,ST,WH,2025-07-09,29
SHA,M3,ST,GY,2025-07-09,18
SHA,M3,ST,BL,2025-07-09,10
SHA,M3,PR,BK,2025-07-09,23
SHA,M3,PR,WH,2025-07-09,11
SHA,M3,PR,GY,2025-07-09,9
SHA,M3,PR,BL,2025-07-09,6
SHA,MY,ST,BK,2025-07-09,27
SHA,MY,ST,WH,2025-07-09,23
SHA,MY,ST,GY,2025-07-09,19
SHA,MY,ST,BL,2025-07-09,9
SHA,MY,PR,BK,2025-07-09,11
SHA,MY,PR,WH,2025-07-09,4
SHA,MY,PR,GY,2025-07-09,5
FRE,M3,ST,BK,2025-07-10,25
FRE,M3,ST,WH,2025-07-10,34
FRE,M3,ST,GY,2025-07-10,16
FRE,M3,ST,BL,2025-07-10,10
FRE,M3,PR,BK,2025-07-10,16
FRE,M3,PR,WH,2025-07-10,12
FRE,M3,PR,GY,2025-07-10,4
FRE,M3,PR,BL,2025-07-10,6
FRE,MY,ST,BK,2025-07-10,17
FRE,MY,ST,WH,2025-07-10,21
FRE,MY,ST,GY,2025-07-10,7
FRE,MY,ST,BL,2025-07-10,5
FRE,MY,PR,BK,2025-07-10,9
FRE,MY,PR,WH,2025-07-10,9
FRE,MY,PR,GY,2025-07-10,8
FRE,MY,PR,BL,2025-07-10,4
AUS,M3,ST,BK,2025-07-10,19
AUS,M3,ST,WH,2025-07-10,28
AUS,M3,ST,GY,2025-07-10,16
AUS,M3,ST,BL,2025-07-10,14
AUS,M3,PR,BK,2025-07-10,9
AUS,M3,PR,WH,2025-07-10,14
AUS,M3,PR,GY,2025-07-10,3
AUS,M3,PR,BL,2025-07-10,3
AUS,MY,ST,BK,2025-07-10,16
AUS,MY,ST,WH,2025-07-10,18
AUS,MY,ST,GY,2025-07-10,8
AUS,MY,ST,BL,2025-07-10,7
AUS,MY,PR,BK,2025-07-10,7
AUS,MY,PR,WH,2025-07-10,10
AUS,MY,PR,GY,2025-07-10,6
AUS,MY,PR,BL,2025-07-10,3
BER,M3,ST,BK,2025-07-10,25
BER,M3,ST,WH,2025-07-10,39
BER,M3,ST,GY,2025-07-10,14
BER,M3,ST,BL,2025-07-10,9
BER,M3,PR,BK,2025-07-10,13
BER,M3,PR,WH,2025-07-10,13
BER,M3,PR,GY,2025-07-10,8
BER,M3,PR,BL,2025-07-10,4
BER,MY,ST,BK,2025-07-10,25
BER,MY,ST,WH,2025-07-10,22
BER,MY,ST,GY,2025-07-10,9
BER,MY,ST,BL,2025-07-10,11
BER,MY,PR,BK,2025-07-10,7
BER,MY,PR,WH,2025-07-10,11
BER,MY,PR,GY,2025-07-10,9
BER,MY,PR,BL,2025-07-10,1
SHA,M3,ST,BK,2025-07-10,18
SHA,M3,ST,WH,2025-07-10,22
SHA,M3,ST,GY,2025-07-10,16
SHA,M3,ST,BL,2025-07-10,3
SHA,M3,PR,BK,2025-07-10,11
SHA,M3,PR,WH,2025-07-10,6
SHA,M3,PR,GY,2025-07-10,4
SHA,M3,PR,BL,2025-07-10,3
SHA,MY,ST,BK,2025-07-10,15
SHA,MY,ST,WH,2025-07-10,12
SHA,MY,ST,GY,2025-07-10,8
SHA,MY,ST,BL,2025-07-10,1
SHA,MY,PR,BK,2025-07-10,7
SHA,MY,PR,WH,2025-07-10,5
SHA,MY,PR,GY,2025-07-10,4
SHA,MY,PR,BL,2025-07-10,5
FRE,M3,ST,BK,2025-07-11,42
FRE,M3,ST,WH,2025-07-11,30
FRE,M3,ST,GY,2025-07-11,18
FRE,M3,ST,BL,2025-07-11,8
FRE,M3,PR,BK,2025-07-11,19
FRE,M3,PR,WH,2025-07-11,12
FRE,M3,PR,GY,2025-07-11,7
FRE,M3,PR,BL,2025-07-11,4
FRE,MY,ST,BK,2025-07-11,20
FRE,MY,ST,WH,2025-07-11,30
FRE,MY,ST,GY,2025-07-11,9
FRE,MY,ST,BL,2025-07-11,7
FRE,MY,PR,BK,2025-07-11,12
FRE,MY,PR,WH,2025-07-11,12
FRE,MY,PR,GY,2025-07-11,5
FRE,MY,PR,BL,2025-07-11,2
